lat,lon,name,admin1,admin2,cc,coord_tuple
45.64861,25.60613,Brasov,Brasov,,RO,"('45.636403', '25.5647822')"
24.46667,54.36667,Abu Dhabi,Abu Dhabi,,AE,"('24.4207705', '54.4408399')"
51.89636,17.78549,Pleszew,Greater Poland Voivodeship,Powiat pleszewski,PL,"('51.8963456', '17.7860715')"
24.46667,54.36667,Abu Dhabi,Abu Dhabi,,AE,"('24.4115722', '54.4851993')"
40.78343,-73.96625,Manhattan,New York,New York County,US,"('40.7625468', '-73.9767102')"
28.58,77.33,Noida,Uttar Pradesh,Gautam Buddha Nagar,IN,"('28.660276', '77.3171794')"
21.54238,39.19797,Jeddah,Makkah,,SA,"('21.5653115', '39.1683492')"
25.04776,121.53185,Taipei,Taipei,,TW,"('25.0424446', '121.5526765')"
13.759,100.53358,Ratchathewi,Bangkok,,TH,"('13.7500074', '100.5398766')"
31.56044,-91.40317,Natchez,Mississippi,Adams County,US,"('31.5592551', '-91.4117106')"
25.0657,55.17128,Dubai,Dubai,,AE,"('25.0913756', '55.138214')"
18.59921,73.92701,Lohogaon,Maharashtra,Pune Division,IN,"('18.5615993', '73.9077449')"
38.56667,-7.9,Evora,Evora,Evora,PT,"('38.5713932', '-7.9080339')"
10.51667,76.21667,Trichur,Kerala,Thrissur District,IN,"('10.5229029', '76.2248516')"
25.0657,55.17128,Dubai,Dubai,,AE,"('25.0973763', '55.1636826')"
38.71667,-9.13333,Lisbon,Lisbon,Lisbon,PT,"('38.7202597', '-9.1358652')"
25.78953,55.9432,Ras al-Khaimah,Ra's al Khaymah,,AE,"('25.781661', '55.9843805')"
43.95745,2.2113,Arthes,Midi-Pyrenees,Departement du Tarn,FR,"('43.9478735', '2.197414')"
35.22806,128.68111,Changwon,Gyeongsangnam-do,,KR,"('35.223931', '128.6847046')"
24.68773,46.72185,Riyadh,Ar Riyad,,SA,"('24.7600032', '46.7181985')"
50.11552,8.68417,Frankfurt am Main,Hesse,Regierungsbezirk Darmstadt,DE,"('50.117282', '8.680175')"
40.76955,-74.02042,Weehawken,New Jersey,Hudson County,US,"('40.759683', '-74.003938')"
24.68773,46.72185,Riyadh,Ar Riyad,,SA,"('24.7108766', '46.6935511')"
13.759,100.53358,Ratchathewi,Bangkok,,TH,"('13.7437483', '100.5465903')"
51.51116,-0.18426,Bayswater,England,Greater London,GB,"('51.519234', '-0.1718773')"
35.23417,128.88111,Kimhae,Gyeongsangnam-do,,KR,"('35.2347664', '128.866354')"
51.50901,-0.2762,Acton,England,Greater London,GB,"('51.4893163', '-0.2599652')"
25.0657,55.17128,Dubai,Dubai,,AE,"('25.2079892', '55.2714443')"
51.1,6.5,Juchen,North Rhine-Westphalia,Regierungsbezirk Dusseldorf,DE,"('51.1056435', '6.4195224')"
-25.42778,-49.27306,Curitiba,Parana,Curitiba,BR,"('-25.4273444', '-49.2546075')"
29.33278,48.02861,Hawalli,Muhafazat Hawalli,,KW,"('29.333298', '48.0157213')"
25.0657,55.17128,Dubai,Dubai,,AE,"('25.147242', '55.235111')"
50.89028,21.51426,Cmielow,Swietokrzyskie,Powiat ostrowiecki,PL,"('50.886216', '21.53287')"
25.11641,56.34141,Al Fujayrah,Al Fujayrah,,AE,"('25.1214085', '56.3326015')"
25.0657,55.17128,Dubai,Dubai,,AE,"('25.1055872', '55.1497874')"
25.0657,55.17128,Dubai,Dubai,,AE,"('25.0323433', '55.1054193')"
50.45466,30.5238,Kiev,Kyiv City,,UA,"('50.450436', '30.5210489')"
19.1164,72.90471,Powai,Maharashtra,Mumbai Suburban,IN,"('19.1394166', '72.8333648')"
24.74333,56.46583,Shinas,Al Batinah,,OM,"('24.8065109', '56.2011761')"
26.27944,50.20833,Khobar,Eastern Province,,SA,"('26.2297923', '50.2056091')"
33.6007,73.0679,Rawalpindi,Punjab,,PK,"('33.6514483', '73.0758961')"
29.29583,48.07861,Salwa,Muhafazat Hawalli,,KW,"('29.2996661', '48.0690033')"
-33.91799,25.57007,Port Elizabeth,Eastern Cape,Nelson Mandela Bay Metropolitan Municipality,ZA,"('-33.9750594', '25.6121329')"
25.33737,55.41206,Sharjah,Ash Shariqah,,AE,"('25.2948131', '55.3656971')"
25.0657,55.17128,Dubai,Dubai,,AE,"('25.100701', '55.169226')"
29.6005,-98.48724,Hollywood Park,Texas,Bexar County,US,"('29.6033834', '-98.4182524')"
21.42664,39.82563,Mecca,Makkah,,SA,"('21.501593', '39.7912547')"
25.0657,55.17128,Dubai,Dubai,,AE,"('25.2024166', '55.2612268')"
27.3636,75.56838,Ringas,Rajasthan,Sikar,IN,"('27.1779906', '75.7190569')"
46.25917,5.65727,Oyonnax,Rhone-Alpes,Departement de l'Ain,FR,"('46.2612638', '5.6479705')"
35.6895,139.69171,Tokyo,Tokyo,,JP,"('35.6585805', '139.7454329')"
25.33737,55.41206,Sharjah,Ash Shariqah,,AE,"('25.162352', '55.4201')"
25.33737,55.41206,Sharjah,Ash Shariqah,,AE,"('25.216334', '55.407787')"
34.01418,75.31899,Pahalgam,Kashmir,Anantnag,IN,"('34.0155915', '75.3271365')"
44.43225,26.10626,Bucharest,Bucuresti,Municipiul Bucuresti,RO,"('44.4597115', '26.1267142')"
8.35122,-62.64102,Ciudad Guayana,Bolivar,Municipio Caroni,VE,"('8.2932027', '-62.7286649')"
25.78953,55.9432,Ras al-Khaimah,Ra's al Khaymah,,AE,"('25.6826937', '55.7463448')"
25.0657,55.17128,Dubai,Dubai,,AE,"('25.11724', '55.2071653')"
21.54238,39.19797,Jeddah,Makkah,,SA,"('21.5679', '39.1785632')"
51.17622,-115.56982,Banff,Alberta,,CA,"('51.1782696', '-115.5712216')"
18.75275,73.40575,Lonavla,Maharashtra,Pune Division,IN,"('18.7561654', '73.3858418')"
52.51868,-1.9945,West Bromwich,England,Sandwell,GB,"('52.543565', '-1.958764')"
46.55472,15.64667,Maribor,Maribor,,SI,"('46.5567354', '15.6444947')"
27.49658,77.46263,Govardhan,Uttar Pradesh,Mathura,IN,"('27.4980425', '77.4635643')"
25.33737,55.41206,Sharjah,Ash Shariqah,,AE,"('25.2533852', '55.4144904')"
43.38871,-1.66267,Saint-Jean-de-Luz,Aquitaine,Departement des Pyrenees-Atlantiques,FR,"('43.3882511', '-1.6626711')"
37.97945,23.71622,Athens,Attica,Nomarchia Athinas,GR,"('37.9765984', '23.7275394')"
19.1164,72.90471,Powai,Maharashtra,Mumbai Suburban,IN,"('19.140512', '72.842156')"
40.4165,-3.70256,Madrid,Madrid,Provincia de Madrid,ES,"('40.4143821', '-3.6974563')"
25.11641,56.34141,Al Fujayrah,Al Fujayrah,,AE,"('25.1230086', '56.331096')"
24.1469,120.6839,Taichung,Taiwan,Taichung City,TW,"('24.1480649', '120.6464319')"
53.79391,-1.75206,Bradford,England,Bradford,GB,"('53.7829385', '-1.7814997')"
25.0657,55.17128,Dubai,Dubai,,AE,"('25.0714773', '55.1287892')"
24.46667,54.36667,Abu Dhabi,Abu Dhabi,,AE,"('24.3849223', '54.5229669')"
25.0657,55.17128,Dubai,Dubai,,AE,"('25.2105228', '55.2730557')"
51.09793,2.59368,De Panne,Flanders,Provincie West-Vlaanderen,BE,"('51.100954', '2.584202')"
32.02581,35.86458,Al Jubayhah,Amman,,JO,"('32.0027852', '35.8308624')"
25.0657,55.17128,Dubai,Dubai,,AE,"('25.0462905', '55.1210322')"
46.88333,-0.9,Les Epesses,Pays de la Loire,Departement de la Vendee,FR,"('46.8882129', '-0.9233038')"
50.96775,7.98848,Kreuztal,North Rhine-Westphalia,,DE,"('50.9479062', '7.997966')"
48.90018,2.30952,Clichy,Ile-de-France,Departement des Hauts-de-Seine,FR,"('48.8712142', '2.3102305')"
33.9,35.48333,Ra's Bayrut,Beyrouth,,LB,"('33.8924351', '35.471484')"
24.68773,46.72185,Riyadh,Ar Riyad,,SA,"('24.780719', '46.7493773')"
28.3998,36.57151,Tabuk,Mintaqat Tabuk,,SA,"('28.3681676', '36.5643306')"
25.0657,55.17128,Dubai,Dubai,,AE,"('25.019025', '55.260483')"
25.33737,55.41206,Sharjah,Ash Shariqah,,AE,"('25.2579618', '55.3216818')"
25.41694,51.40389,Umm Salal Muhammad,Baladiyat Umm Salal,,QA,"('25.4182902', '51.410211')"
53.6832,27.138,Dzyarzhynsk,Minsk,,BY,"('53.662496', '27.1398997')"
25.0657,55.17128,Dubai,Dubai,,AE,"('25.2275912', '55.2566424')"
41.38896,2.16179,Eixample,Catalonia,Provincia de Barcelona,ES,"('41.3871881', '2.1675991')"
25.0657,55.17128,Dubai,Dubai,,AE,"('25.2049349', '55.264236')"
18.21639,42.50528,Abha,Mintaqat `Asir,,SA,"('18.2397162', '42.6046425')"
25.0657,55.17128,Dubai,Dubai,,AE,"('24.9801793', '55.0924069')"
17.44781,78.52633,Malkajgiri,Telangana,Hyderabad,IN,"('17.4398114', '78.4842511')"
55.67938,12.53463,Frederiksberg,Capital Region,Frederiksberg Kommune,DK,"('55.6868312', '12.5506561')"
38.76771,-9.19935,Pontinha,Lisbon,Odivelas,PT,"('38.7479707', '-9.1773199')"
45.83111,16.11639,Sesvete,Grad Zagreb,Sesvete,HR,"('45.7932021', '16.1519234')"
25.0657,55.17128,Dubai,Dubai,,AE,"('25.0650315', '55.2067816')"
24.80361,120.96861,Hsinchu,Taiwan,Hsinchu,TW,"('24.807457', '120.963586')"
31.21564,29.95527,Alexandria,Alexandria,,EG,"('31.235185', '29.9488414')"
25.0657,55.17128,Dubai,Dubai,,AE,"('25.103367', '55.205139')"
30.06263,31.24967,Cairo,Muhafazat al Qahirah,,EG,"('30.0166539', '31.4119248')"
24.46667,54.36667,Abu Dhabi,Abu Dhabi,,AE,"('24.4728198', '54.3783496')"
19.23496,72.85976,Borivli,Maharashtra,Mumbai Suburban,IN,"('19.1592377', '72.833789')"
-26.20227,28.04363,Johannesburg,Gauteng,City of Johannesburg Metropolitan Municipality,ZA,"('-26.1448665', '28.0422716')"
25.0657,55.17128,Dubai,Dubai,,AE,"('25.042649', '55.1593142')"
25.33737,55.41206,Sharjah,Ash Shariqah,,AE,"('25.2647986', '55.3269572')"
25.9726,-81.72898,Marco,Florida,Collier County,US,"('25.8665922', '-81.3849092')"
40.71871,-74.56932,Bernardsville,New Jersey,Somerset County,US,"('40.7190824', '-74.5606999')"
50.11552,8.68417,Frankfurt am Main,Hesse,Regierungsbezirk Darmstadt,DE,"('50.1074624', '8.6688547')"
25.0657,55.17128,Dubai,Dubai,,AE,"('25.187364', '55.261237')"
52.07667,4.29861,The Hague,South Holland,Gemeente Den Haag,NL,"('52.0782928', '4.3126451')"
30.06263,31.24967,Cairo,Muhafazat al Qahirah,,EG,"('30.0622278', '31.216315')"
44.39603,7.81764,Mondovi,Piedmont,Provincia di Cuneo,IT,"('44.3909071', '7.8220298')"
25.33737,55.41206,Sharjah,Ash Shariqah,,AE,"('25.3617643', '55.3904177')"
51.89636,17.78549,Pleszew,Greater Poland Voivodeship,Powiat pleszewski,PL,"('51.8970468', '17.78582')"
24.46667,54.36667,Abu Dhabi,Abu Dhabi,,AE,"('24.489549', '54.356337')"
38.6979,-9.42146,Cascais,Lisbon,Cascais,PT,"('38.695329', '-9.456778')"
1.28967,103.85007,Singapore,,,SG,"('1.2816722', '103.8438866')"
25.33737,55.41206,Sharjah,Ash Shariqah,,AE,"('25.2553088', '55.3377485')"
-23.5475,-46.63611,Sao Paulo,Sao Paulo,Sao Paulo,BR,"('-23.5541545', '-46.7101583')"
24.68773,46.72185,Riyadh,Ar Riyad,,SA,"('24.688864', '46.673841')"
24.46667,54.36667,Abu Dhabi,Abu Dhabi,,AE,"('24.4647807', '54.3751714')"
23.34777,85.33856,Ranchi,Jharkhand,Ranchi,IN,"('23.3594172', '85.3251162')"
25.0657,55.17128,Dubai,Dubai,,AE,"('25.1958808', '55.2781619')"
25.0657,55.17128,Dubai,Dubai,,AE,"('25.1515312', '55.1970825')"
51.72312,-0.5367,Bovingdon,England,Hertfordshire,GB,"('51.723064', '-0.544876')"
25.33737,55.41206,Sharjah,Ash Shariqah,,AE,"('25.2663551', '55.3138307')"
25.0657,55.17128,Dubai,Dubai,,AE,"('25.0760669', '55.1407872')"
25.0657,55.17128,Dubai,Dubai,,AE,"('25.0806933', '55.1370583')"
25.33737,55.41206,Sharjah,Ash Shariqah,,AE,"('25.2818648', '55.397894')"
25.0657,55.17128,Dubai,Dubai,,AE,"('25.1340842', '55.1849625')"
25.0657,55.17128,Dubai,Dubai,,AE,"('25.038864', '55.127968')"
49.15652,23.87232,Morshyn,Lviv,,UA,"('49.1506969', '23.8677409')"
39.78199,-86.05026,Warren Park,Indiana,Marion County,US,"('39.7974858', '-86.0410063')"
13.0926,80.2801,George Town,Tamil Nadu,Chennai,IN,"('13.0947525', '80.2909666')"
24.68773,46.72185,Riyadh,Ar Riyad,,SA,"('24.7087508', '46.6889128')"
33.53115,-111.94265,Paradise Valley,Arizona,Maricopa County,US,"('33.479764', '-111.99781')"
25.0657,55.17128,Dubai,Dubai,,AE,"('25.0928942', '55.2357542')"
23.55563,58.3989,Bawshar,Muhafazat Masqat,,OM,"('23.5959884', '58.402441')"
38.77929,-9.10222,Moscavide,Lisbon,Loures,PT,"('38.7642281', '-9.0955914')"
8.88113,76.58469,Kollam,Kerala,Kollam,IN,"('8.9267924', '76.7035228')"
40.78343,-73.96625,Manhattan,New York,New York County,US,"('40.7616209', '-73.9788477')"
21.54238,39.19797,Jeddah,Makkah,,SA,"('21.6624207', '39.1226041')"
32.71502,-17.14974,Arco da Calheta,Madeira,Calheta,PT,"('32.7614711', '-17.1346439')"
24.9056,67.0822,Karachi,Sindh,Karachi District,PK,"('24.8699122', '67.0628371')"
25.0657,55.17128,Dubai,Dubai,,AE,"('25.07643', '55.140504')"
25.0657,55.17128,Dubai,Dubai,,AE,"('25.0425035', '55.2512047')"
25.0657,55.17128,Dubai,Dubai,,AE,"('25.1537191', '55.243847')"
52.24424,21.08545,Praga Poludnie,Masovian Voivodeship,Warszawa,PL,"('52.2498187', '21.0889753')"
52.5,-1.91667,Hockley,England,City and Borough of Birmingham,GB,"('52.471513', '-1.941565')"
25.27932,51.52245,Doha,Baladiyat ad Dawhah,,QA,"('25.2225764', '51.4888949')"
9.68428,76.35337,Shertallai,Kerala,Alappuzha,IN,"('9.6680777', '76.339113')"
25.78953,55.9432,Ras al-Khaimah,Ra's al Khaymah,,AE,"('25.6972159', '55.7798339')"
53.79391,-1.75206,Bradford,England,Bradford,GB,"('53.7904724', '-1.7738842')"
25.11641,56.34141,Al Fujayrah,Al Fujayrah,,AE,"('25.1225966', '56.3248248')"
12.97194,77.59369,Bangalore,Karnataka,Bangalore Urban,IN,"('12.8249236', '77.5981383')"
51.36081,7.47168,Hagen,North Rhine-Westphalia,Regierungsbezirk Arnsberg,DE,"('51.3858715', '7.5222689')"
37.77493,-122.41942,San Francisco,California,San Francisco County,US,"('37.7923897', '-122.4104443')"
43.77925,11.24626,Florence,Tuscany,Province of Florence,IT,"('43.7715931', '11.2531986')"
25.78953,55.9432,Ras al-Khaimah,Ra's al Khaymah,,AE,"('25.7976985', '55.9727347')"
12.56458,75.39085,Sulya,Karnataka,Dakshina Kannada,IN,"('12.6608474', '75.6083608')"
27.21943,78.02832,Dayal Bagh,Uttar Pradesh,Agra,IN,"('27.2034977', '78.0393949')"
10.51667,76.21667,Trichur,Kerala,Thrissur District,IN,"('10.5203917', '76.2054853')"
21.54238,39.19797,Jeddah,Makkah,,SA,"('21.5691903', '39.1811822')"
24.25088,55.79312,Al Buraymi,Al Buraimi,,OM,"('24.2217416', '55.7817144')"
55.61252,37.72639,Orekhovo-Borisovo,Moscow,,RU,"('55.6115556', '37.719685')"
24.68773,46.72185,Riyadh,Ar Riyad,,SA,"('24.7717872', '46.6688888')"
-25.93312,28.01213,Diepsloot,Gauteng,City of Johannesburg Metropolitan Municipality,ZA,"('-26.042904', '28.014356')"
25.0657,55.17128,Dubai,Dubai,,AE,"('25.0520919', '55.1597944')"
11.24802,75.7804,Kozhikode,Kerala,Kozhikode,IN,"('11.2539225', '75.7726997')"
35.8044,51.4256,Tajrish,Tehran,,IR,"('35.7921326', '51.404317')"
53.90553,-1.69383,Otley,England,City and Borough of Leeds,GB,"('53.8906243', '-1.6789421')"
37.77493,-122.41942,San Francisco,California,San Francisco County,US,"('37.8085222', '-122.4402306')"
36.72016,-4.42034,Malaga,Andalusia,Provincia de Malaga,ES,"('36.7101604', '-4.4566644')"
25.0657,55.17128,Dubai,Dubai,,AE,"('25.1981261', '55.2779668')"
25.0657,55.17128,Dubai,Dubai,,AE,"('24.8469261', '55.0261379')"
35.23417,128.88111,Kimhae,Gyeongsangnam-do,,KR,"('35.2580135', '128.8671727')"
25.0657,55.17128,Dubai,Dubai,,AE,"('25.0670141', '55.1411845')"
25.33737,55.41206,Sharjah,Ash Shariqah,,AE,"('25.162753', '55.414291')"
24.19167,55.76056,Al Ain,Abu Dhabi,,AE,"('24.2363041', '55.7245706')"
25.0657,55.17128,Dubai,Dubai,,AE,"('25.0839306', '55.1450352')"
37.82437,-122.23163,Piedmont,California,Alameda County,US,"('37.8436631', '-122.2514825')"
24.46667,54.36667,Abu Dhabi,Abu Dhabi,,AE,"('24.4257063', '54.5892211')"
25.0657,55.17128,Dubai,Dubai,,AE,"('25.2024066', '55.2775735')"
45.58528,9.99381,Villa Pedergnano,Lombardy,Provincia di Brescia,IT,"('45.5804172', '9.9987143')"
38.83388,-104.82136,Colorado Springs,Colorado,El Paso County,US,"('38.7911232', '-104.8501621')"
8.4855,76.94924,Thiruvananthapuram,Kerala,Thiruvananthapuram,IN,"('8.5558061', '76.8767647')"
23.34777,85.33856,Ranchi,Jharkhand,Ranchi,IN,"('23.351385', '85.318076')"
36.1125,129.35222,Heung-hai,Gyeongsangbuk-do,,KR,"('36.3594512', '129.3897364')"
25.0657,55.17128,Dubai,Dubai,,AE,"('25.1943215', '55.2351924')"
25.0657,55.17128,Dubai,Dubai,,AE,"('25.0715907', '55.1335854')"
24.9056,67.0822,Karachi,Sindh,Karachi District,PK,"('24.80813', '67.0615447')"
25.0657,55.17128,Dubai,Dubai,,AE,"('25.1693555', '55.2128055')"
24.46667,54.36667,Abu Dhabi,Abu Dhabi,,AE,"('24.5009249', '54.3742743')"
51.9,-2.08333,Cheltenham,England,Gloucestershire,GB,"('51.9007781', '-2.0778911')"
21.54238,39.19797,Jeddah,Makkah,,SA,"('21.5847451', '39.1305354')"
25.33737,55.41206,Sharjah,Ash Shariqah,,AE,"('25.281817', '55.315127')"
25.0657,55.17128,Dubai,Dubai,,AE,"('25.1835598', '55.2260328')"
43.9298,2.148,Albi,Midi-Pyrenees,Departement du Tarn,FR,"('43.9518735', '2.1559187')"
25.0657,55.17128,Dubai,Dubai,,AE,"('25.094848', '55.170447')"
21.54238,39.19797,Jeddah,Makkah,,SA,"('21.4942565', '39.2188669')"
25.0657,55.17128,Dubai,Dubai,,AE,"('25.092996', '55.148761')"
18.3,42.73333,Khamis Mushait,Mintaqat `Asir,,SA,"('18.3136429', '42.6990911')"
-12.97111,-38.51083,Salvador,Bahia,Salvador,BR,"('-12.989497', '-38.491192')"
25.33737,55.41206,Sharjah,Ash Shariqah,,AE,"('25.2245194', '55.3579653')"
45.85233,6.61286,Megeve,Rhone-Alpes,Departement de la Haute-Savoie,FR,"('45.860923', '6.618246')"
43.12277,6.00745,La Garde,Provence-Alpes-Cote d'Azur,Departement du Var,FR,"('43.1399615', '6.003848')"
21.54238,39.19797,Jeddah,Makkah,,SA,"('21.4727804', '39.239527')"
31.54972,74.34361,Lahore,Punjab,,PK,"('31.522206', '74.267503')"
24.9056,67.0822,Karachi,Sindh,Karachi District,PK,"('24.8051253', '67.0264848')"
51.21989,4.40346,Antwerpen,Flanders,Provincie Antwerpen,BE,"('51.2114281', '4.408803')"
25.33737,55.41206,Sharjah,Ash Shariqah,,AE,"('25.3138097', '55.4503118')"
53.557,9.964,St. Pauli,Hamburg,,DE,"('53.5672245', '9.9689818')"
25.33737,55.41206,Sharjah,Ash Shariqah,,AE,"('25.2726354', '55.3038264')"
25.33737,55.41206,Sharjah,Ash Shariqah,,AE,"('25.3330339', '55.4014596')"
45.88964,6.04235,Chavanod,Rhone-Alpes,Departement de la Haute-Savoie,FR,"('45.896833', '6.044165')"
25.33737,55.41206,Sharjah,Ash Shariqah,,AE,"('25.2664841', '55.3230252')"
39.09973,-94.57857,Kansas City,Missouri,Jackson County,US,"('39.0833547', '-94.5828389')"
52.48142,-1.89983,Birmingham,England,City and Borough of Birmingham,GB,"('52.4527109', '-1.878162')"
34.69374,135.50218,Osaka-shi,Osaka,,JP,"('34.7047346', '135.4996726')"
38.75382,-9.23083,Amadora,Lisbon,Amadora,PT,"('38.7288345', '-9.2160907')"
8.72518,77.68452,Tirunelveli,Tamil Nadu,Tirunelveli Kattabo,IN,"('8.7139232', '77.77317')"
55.86515,-4.25763,Glasgow,Scotland,Glasgow City,GB,"('55.8615794', '-4.250166')"
25.33737,55.41206,Sharjah,Ash Shariqah,,AE,"('25.2816229', '55.3947545')"
58.01046,56.25017,Perm,Perm,,RU,"('58.0150089', '56.2276652')"
25.33737,55.41206,Sharjah,Ash Shariqah,,AE,"('25.2139388', '55.2801568')"
31.76904,35.21633,Jerusalem,Jerusalem,,IL,"('31.7746143', '35.186907')"
40.8138,14.36382,Ercolano,Campania,Provincia di Napoli,IT,"('40.7948687', '14.3551008')"
50.90634,4.00093,Haaltert,Flanders,Provincie Oost-Vlaanderen,BE,"('50.9022768', '4.013109')"
52.28038,12.88349,Fichtenwalde,Brandenburg,,DE,"('52.2652544', '12.9215577')"
25.33737,55.41206,Sharjah,Ash Shariqah,,AE,"('25.374719', '55.421133')"
25.33737,55.41206,Sharjah,Ash Shariqah,,AE,"('25.1975102', '55.3551312')"
19.31167,-99.54111,Colonia los Cedros,Mexico,Lerma,MX,"('19.3143919', '-99.5423562')"
21.28854,72.9407,Kathor,Gujarat,Surat,IN,"('21.2700345', '72.9191431')"
25.0657,55.17128,Dubai,Dubai,,AE,"('25.1129873', '55.1915611')"
25.0657,55.17128,Dubai,Dubai,,AE,"('25.17714', '55.273059')"
50.99323,22.1426,Urzedow,Lublin Voivodeship,Powiat krasnicki,PL,"('50.972385', '22.187682')"
39.47523,-0.41825,Mislata,Valencia,Provincia de Valencia,ES,"('39.4933096', '-0.4006796')"
0.35583,32.66722,Bweyogerere,Central Region,Wakiso District,UG,"('0.3867806', '32.6521168')"
45.81444,15.97798,Zagreb,Grad Zagreb,,HR,"('45.8131528', '15.9815049')"
49.40768,8.69079,Heidelberg,Baden-Wuerttemberg,Karlsruhe Region,DE,"('49.41221', '8.70601')"
29.15602,77.99659,Hastinapur,Uttar Pradesh,Meerut,IN,"('29.1657255', '78.0067716')"
23.07041,72.65702,Naroda,Gujarat,Ahmadabad,IN,"('23.039452', '72.6407434')"
18.46523,78.86894,Vemalwada,Telangana,Karimnagar,IN,"('18.4697206', '78.8643198')"
25.33737,55.41206,Sharjah,Ash Shariqah,,AE,"('25.2605861', '55.3221226')"
25.0657,55.17128,Dubai,Dubai,,AE,"('25.131221', '55.196834')"
25.33737,55.41206,Sharjah,Ash Shariqah,,AE,"('25.2542693', '55.3029526')"
24.46667,54.36667,Abu Dhabi,Abu Dhabi,,AE,"('24.4791641', '54.3712149')"
25.33737,55.41206,Sharjah,Ash Shariqah,,AE,"('25.282143', '55.398131')"
25.0657,55.17128,Dubai,Dubai,,AE,"('25.073661', '55.136853')"
33.88894,35.49442,Beirut,Beyrouth,,LB,"('33.8979746', '35.5023629')"
25.0657,55.17128,Dubai,Dubai,,AE,"('24.9866639', '55.0259883')"
22.29941,73.20812,Vadodara,Gujarat,Vadodara,IN,"('22.3013013', '73.1591158')"
24.68773,46.72185,Riyadh,Ar Riyad,,SA,"('24.803842', '46.797461')"
40.4444,49.80566,Bilajari,Baki,,AZ,"('40.3970695', '49.8256654')"
29.07441,31.09785,Bani Suwayf,Muhafazat Bani Suwayf,,EG,"('29.0862473', '31.1103687')"
15.17255,73.94194,Cavelossim,Goa,South Goa,IN,"('15.0887849', '73.9215933')"
25.0657,55.17128,Dubai,Dubai,,AE,"('25.2095084', '55.2751351')"
19.07283,72.88261,Mumbai,Maharashtra,Mumbai Suburban,IN,"('19.0541244', '72.9131189')"
25.07007,45.46147,Marat,Ar Riyad,,SA,"('25.156413', '45.4796658')"
28.63576,77.22445,New Delhi,NCT,New Delhi,IN,"('28.5292291', '77.2182102')"
21.54238,39.19797,Jeddah,Makkah,,SA,"('21.5340976', '39.200926')"
44.80401,20.46513,Belgrade,Central Serbia,,RS,"('44.8031824', '20.4640478')"
-1.36175,36.6566,Ngong,Kajiado,,KE,"('-1.383906', '36.7417891')"
35.8044,51.4256,Tajrish,Tehran,,IR,"('35.7813746', '51.3545297')"
-25.93312,28.01213,Diepsloot,Gauteng,City of Johannesburg Metropolitan Municipality,ZA,"('-26.027359', '28.021033')"
25.33737,55.41206,Sharjah,Ash Shariqah,,AE,"('25.170291', '55.3694014')"
25.0657,55.17128,Dubai,Dubai,,AE,"('25.0208802', '55.1997795')"
1.28967,103.85007,Singapore,,,SG,"('1.2892988', '103.8631368')"
18.59921,73.92701,Lohogaon,Maharashtra,Pune Division,IN,"('18.5671308', '73.9141235')"
52.22904,21.01644,Srodmiescie,Masovian Voivodeship,Warszawa,PL,"('52.2127126', '21.0206811')"
38.73273,0.14354,Benitachell,Valencia,Provincia de Alicante,ES,"('38.7081145', '0.1664803')"
25.0657,55.17128,Dubai,Dubai,,AE,"('25.0619168', '55.2268706')"
31.19594,121.44709,Xuhui,Shanghai Shi,,CN,"('31.195214', '121.436848')"
25.0657,55.17128,Dubai,Dubai,,AE,"('25.1588444', '55.2342401')"
25.0657,55.17128,Dubai,Dubai,,AE,"('25.0761911', '55.1387826')"
25.8651,-80.3245,Hialeah Gardens,Florida,Miami-Dade County,US,"('25.8584364', '-80.3216538')"
6.93194,79.84778,Colombo,Western,,LK,"('6.9184509', '79.8563328')"
56.8519,60.6122,Yekaterinburg,Sverdlovsk,,RU,"('56.8395042', '60.608393')"
25.41111,55.43504,Ajman,Ajman,,AE,"('25.4670355', '55.4929204')"
44.36394,7.64464,Beinette,Piedmont,Provincia di Cuneo,IT,"('44.3627033', '7.6477886')"
43.8497,10.47234,Lucca,Tuscany,Provincia di Lucca,IT,"('43.8451488', '10.5184017')"
24.46667,54.36667,Abu Dhabi,Abu Dhabi,,AE,"('24.3223274', '54.5883923')"
-8.79093,115.16006,Jimbaran,Bali,,ID,"('-8.7855776', '115.1633985')"
56.8519,60.6122,Yekaterinburg,Sverdlovsk,,RU,"('56.8389829', '60.5979436')"
31.54972,74.34361,Lahore,Punjab,,PK,"('31.483154', '74.288658')"
25.33737,55.41206,Sharjah,Ash Shariqah,,AE,"('25.2370552', '55.3067229')"
10.10468,76.3565,Aluva,Kerala,Ernakulam,IN,"('10.1082571', '76.3593987')"
26.44976,74.64116,Ajmer,Rajasthan,Ajmer,IN,"('26.4538544', '74.6330097')"
26.21536,50.5832,Manama,Manama,,BH,"('26.2331312', '50.5749525')"
25.0657,55.17128,Dubai,Dubai,,AE,"('25.1264072', '55.2084059')"
25.33737,55.41206,Sharjah,Ash Shariqah,,AE,"('25.2996325', '55.4505653')"
24.46667,54.36667,Abu Dhabi,Abu Dhabi,,AE,"('24.4204831', '54.4429743')"
25.28812,55.88157,Adh Dhayd,Ash Shariqah,,AE,"('25.2842243', '55.6957483')"
25.0657,55.17128,Dubai,Dubai,,AE,"('25.2257426', '55.2557423')"
24.46667,54.36667,Abu Dhabi,Abu Dhabi,,AE,"('24.3994663', '54.4885209')"
25.0657,55.17128,Dubai,Dubai,,AE,"('25.0515283', '55.2686991')"
