lat,lon,name,admin1,admin2,cc,coord_tuple
52.41426,-1.78094,Solihull,England,Solihull,GB,"('52.4138332', '-1.7789851')"
29.33278,48.02861,Hawalli,Muhafazat Hawalli,,KW,"('29.3345677', '48.0051929')"
16.85438,74.56417,Sangli,Maharashtra,Sangli,IN,"('16.8494244', '74.5924295')"
43.77925,11.24626,Florence,Tuscany,Province of Florence,IT,"('43.7696855', '11.2556422')"
51.89636,17.78549,Pleszew,Greater Poland Voivodeship,Powiat pleszewski,PL,"('51.8994695', '17.7749801')"
34.69374,135.50218,Osaka-shi,Osaka,,JP,"('34.6738324', '135.4998187')"
51.34603,-2.97665,Weston-super-Mare,England,North Somerset,GB,"('51.3390372', '-2.976274')"
-22.8075,-43.41389,Nilopolis,Rio de Janeiro,Nilopolis,BR,"('-23.0007224', '-43.419371')"
39.46975,-0.37739,Valencia,Valencia,Provincia de Valencia,ES,"('39.4703331', '-0.3503945')"
21.42664,39.82563,Mecca,Makkah,,SA,"('21.4312164', '39.8509872')"
50.91234,-1.30076,Hedge End,England,Hampshire,GB,"('50.918009', '-1.3142593')"
20.01288,41.46767,Al Bahah,Mintaqat al Bahah,,SA,"('19.9301098', '41.5783623')"
40.194,-74.04875,Shark River Hills,New Jersey,Monmouth County,US,"('40.2252508', '-74.0937134')"
